actor,movie_or_TV_name
Alfred Molina,Big City Greens
Alfred Molina,Promising Young Woman
Alfred Molina,Great Performances
Alfred Molina,Frozen II
Alfred Molina,Vampirina
Alfred Molina,The Devil Has a Name
Alfred Molina,"Frankenstein's Monster's Monster, Frankenstein"
Alfred Molina,3Below: Tales of Arcadia
Alfred Molina,Don't Let Go
Alfred Molina,The Angel of Vine
Alfred Molina,Vice
Alfred Molina,Henchmen
Alfred Molina,I Feel Bad
Alfred Molina,MGC Presents Red
Jamie Foxx,Ray
Jamie Foxx,Collateral
Jamie Foxx,Breakin' All the Rules
Jamie Foxx,Chappelle's Show
Jamie Foxx,Redemption: The Stan Tookie Williams Story
Jamie Foxx,Twista Feat. Kanye West & Jamie Foxx: Slow Jamz
Jamie Foxx,Shade
Jamie Foxx,Aaliyah: Miss You
Jamie Foxx,"Busta Rhymes Feat. P. Diddy & Pharrell: Pass the Courvoisier, Part II"
Jamie Foxx,Ali
Jamie Foxx,Date from Hell
Jamie Foxx,The Jamie Foxx Show
Jamie Foxx,Bait
Jamie Foxx,Any Given Sunday
Jamie Foxx,Held Up
Jamie Foxx,The Players Club
Jamie Foxx,Ice Cube Feat. DMX & DJ Clark Kent: We Be Clubbin' (Remix)
Jamie Foxx,Booty Call
Jamie Foxx,The Great White Hype
Jamie Foxx,The Truth About Cats & Dogs
Jamie Foxx,Coolio: 1 2 3 4 (Sumpin' New)
Jamie Foxx,Moesha
Jamie Foxx,Hangin' with Mr. Cooper
Jamie Foxx,C-Bear and Jamal
Jamie Foxx,In Living Color
Jamie Foxx,Roc
Jamie Foxx,Toys
Jamie Foxx,Comedy on the Edge
Alfred Molina,Ralph Breaks the Internet
Alfred Molina,Sam Did It
Alfred Molina,Saint Judy
Alfred Molina,The Front Runner
Alfred Molina,The Overcoat
Alfred Molina,Dragons: Race to the Edge
Alfred Molina,Welcome to the Wayne
Alfred Molina,Hey Arnold: The Jungle Movie
Alfred Molina,Penn Zero: Part-Time Hero
Alfred Molina,The Elder Scrolls Online: Morrowind
Alfred Molina,I'm Dying Up Here
Alfred Molina,Wilson's Heart
Alfred Molina,Angie Tribeca
Alfred Molina,Feud: Bette and Joan
Alfred Molina,Long Day's Journey Into Night: Live
Alfred Molina,Quality Problems
Alfred Molina,Justice League Dark
Alfred Molina,Breakable You
Alfred Molina,Close to the Enemy
Alfred Molina,Thunderball: The Radio Play
Alfred Molina,Sister Cities
Alfred Molina,A Defintely Maybe
Alfred Molina,Message from the King
Alfred Molina,Paint It Black
Jon Favreau,The Book of Boba Fett
Alfred Molina,Whiskey Tango Foxtrot
Alfred Molina,Gravity Falls
Alfred Molina,Donald Trump's The Art of the Deal: The Movie
Alfred Molina,Little Men
Alfred Molina,Long Live the Royals
Alfred Molina,Secret in Their Eyes
Alfred Molina,Oscar's Hotel for Fantastical Creatures
Alfred Molina,Robot Chicken DC Comics Special 3: Magical Friendship
Alfred Molina,Show Me a Hero
Alfred Molina,Axe Cop
Alfred Molina,Strange Magic
Alfred Molina,The Stowaway
Alfred Molina,Matador
Alfred Molina,WordGirl
Jon Favreau,Spider-Man: No Way Home
Jon Favreau,What If...?
Jon Favreau,The Mandalorian
Jon Favreau,Spider-Man: Far from Home
Jon Favreau,Avengers: Endgame
Jon Favreau,Solo: A Star Wars Story
Jon Favreau,Spider-Man: Homecoming
Jon Favreau,"Spider-Man: Homecoming, NBA Finals: Watch the Game"
Jon Favreau,Term Life
Jon Favreau,The Jungle Book
Jon Favreau,Entourage
Jon Favreau,Chef
Jon Favreau,The Wolf of Wall Street
Jon Favreau,Iron Man 3
Jon Favreau,Identity Thief
Jon Favreau,Star Wars: The Clone Wars
Jon Favreau,People Like Us
Alfred Molina,The Normal Heart
Alfred Molina,Kahlil Gibran's The Prophet
Alfred Molina,On Her Majesty's Secret Service: The Radio Play
Alfred Molina,Swelter
Alfred Molina,Cosmos: A Spacetime Odyssey
Alfred Molina,Robot Chicken DC Comics Special II: Villains in Paradise
Alfred Molina,The Elder Scrolls Online
Alfred Molina,Rick and Morty
Alfred Molina,We'll Never Have Paris
Alfred Molina,Return to Zero
Alfred Molina,Love Is Strange
Alfred Molina,Assistance
Alfred Molina,Justin and the Knights of Valour
Alfred Molina,Drunk History
Alfred Molina,Poe
Alfred Molina,Monsters University
Alfred Molina,Monday Mornings
Alfred Molina,The Truth About Emanuel
Alfred Molina,Loving Miss Hatto
Alfred Molina,Children's Theater Critic with Alfred Molina
Alfred Molina,Kung Fu Panda: Legends of Awesomeness
Alfred Molina,"Bless Me, Ultima"
Alfred Molina,Robot Chicken: DC Comics Special
Alfred Molina,The Forger
Alfred Molina,Serena
Alfred Molina,Roger & Val Have Just Got In
Alfred Molina,The Life & Times of Tim
Alfred Molina,Gauguin: Maker of Myth
Alfred Molina,Innocent
Alfred Molina,The Late Late Show with Craig Ferguson
Alfred Molina,Harry's Law
Jon Favreau,John Carter
Jon Favreau,Zookeeper
Jon Favreau,Iron Man 2
Jon Favreau,Four Christmases: Gag Reel
Jon Favreau,Couples Retreat
Jon Favreau,G-Force
Jon Favreau,G-Force
Jon Favreau,"I Love You, Man"
Jon Favreau,Robot Chicken
Jon Favreau,Four Christmases
Jon Favreau,Iron Man
Jon Favreau,Open Season
Jon Favreau,The Break-Up
Jon Favreau,Monk
Jon Favreau,My Name Is Earl
Jon Favreau,Wimbledon
Jon Favreau,The King of Queens
Jon Favreau,Rugrats
Jon Favreau,Something's Gotta Give
Jon Favreau,Elf
Jon Favreau,The Big Empty
Jon Favreau,Daredevil
Jon Favreau,Family Guy
Jon Favreau,Ain't It Cool News
Jon Favreau,Made
Jon Favreau,Buzz Lightyear of Star Command
Jon Favreau,The Replacements
Jon Favreau,The Sopranos
Jon Favreau,Dilbert
Jon Favreau,Love & Sex
Jon Favreau,Rocket Power
Alfred Molina,Abduction
Alfred Molina,Law & Order: LA
Alfred Molina,Rango
Alfred Molina,The Tempest
Alfred Molina,The Sorcerer's Apprentice
Alfred Molina,Red
Alfred Molina,Prince of Persia: The Sands of Time
Alfred Molina,Big Guy
Alfred Molina,"Yes, Virginia"
Alfred Molina,Lessons in Self-Defense
Alfred Molina,Wonder Woman
Alfred Molina,The Pink Panther 2
Alfred Molina,An Education
Alfred Molina,The Lodger
Alfred Molina,Courtroom K
Alfred Molina,Nothing Like the Holidays
Alfred Molina,The Ten Commandments
Alfred Molina,The Little Traitor
Alfred Molina,Silk
Alfred Molina,"Chill Out, Scooby-Doo!"
Alfred Molina,The Company
Alfred Molina,Monk
Alfred Molina,The Moon and the Stars
Alfred Molina,Orchids
Alfred Molina,The Hoax
Alfred Molina,As You Like It
Jon Favreau,Rocky Marciano
Jon Favreau,Hercules
Jon Favreau,Very Bad Things
Jon Favreau,Deep Impact
Jon Favreau,Dogtown
Jon Favreau,Friends
Jon Favreau,Tracey Takes On...
Jon Favreau,Desert Breeze
Jon Favreau,Persons Unknown
Jon Favreau,Just Your Luck
Jon Favreau,Swingers
Jon Favreau,Fallen Angels
Jon Favreau,Notes from Underground
Jon Favreau,The Larry Sanders Show
Jon Favreau,Batman Forever
Jon Favreau,Grandpa's Funeral
Jon Favreau,Speechless
Jon Favreau,Chicago Hope
Jon Favreau,Mrs. Parker and the Vicious Circle
Jon Favreau,Seinfeld
Jon Favreau,PCU
Jon Favreau,Rudy
Jon Favreau,Hoffa
Jon Favreau,Folks!
Alfred Molina,The Da Vinci Code
Alfred Molina,Law & Order: Special Victims Unit
Alfred Molina,Law & Order: Trial by Jury
Alfred Molina,Joan of Arc
Alfred Molina,Spider-Man 2 (PSP)
Alfred Molina,Steamboy
Alfred Molina,Spider-Man 2
Alfred Molina,Spider-Man 2: The Game
Alfred Molina,Spider-Man 2
Alfred Molina,Cronicas
Alfred Molina,Justice League
Alfred Molina,Luther
Alfred Molina,Coffee and Cigarettes
Alfred Molina,Identity
Alfred Molina,My Life Without Me
Alfred Molina,Bram and Alice
Alfred Molina,Ape
Alfred Molina,Undertaking Betty
Alfred Molina,Frida
Alfred Molina,Ladies Man
Alfred Molina,Texas Rangers
Alfred Molina,Murder on the Orient Express
Alfred Molina,Chocolat
Alfred Molina,The Miracle Maker
Alfred Molina,Magnolia
Alfred Molina,Dudley Do-Right
Alfred Molina,Pete's Meteor
Alfred Molina,The Wild Thornberrys
Alfred Molina,The Treat
Alfred Molina,The Impostors
Alfred Molina,Rescuers: Stories of Courage: Two Couples
Alfred Molina,The Place of Lions
Alfred Molina,The Man Who Knew Too Little
Alfred Molina,Boogie Nights
Alfred Molina,The Break
Alfred Molina,Anna Karenina
Alfred Molina,Mojave Moon
Alfred Molina,Before and After
Alfred Molina,Tracey Takes On...
Alfred Molina,Screen Two
Alfred Molina,Scorpion Spring
Alfred Molina,Species
Alfred Molina,Dead Man
Alfred Molina,The Perez Family
Alfred Molina,The Steal
Alfred Molina,Hideaway
Alfred Molina,Requiem Apache
Alfred Molina,Maverick
Alfred Molina,White Fang 2: Myth of the White Wolf
Alfred Molina,Cabin Boy
Alfred Molina,Typhon's People
Alfred Molina,Crime Story
Alfred Molina,When Pigs Fly
Alfred Molina,The Marshal
Alfred Molina,The Trial
Alfred Molina,A Year in Provence
Alfred Molina,Screen One
Alfred Molina,Angels
Alfred Molina,Boon
Alfred Molina,Ashenden
Alfred Molina,Performance
Alfred Molina,Enchanted April
Alfred Molina,American Friends
Alfred Molina,El C.I.D.
Alfred Molina,Not Without My Daughter
Alfred Molina,Revolutionary Witness: The Preacher
Alfred Molina,Saracen
Alfred Molina,Everyman
Alfred Molina,Nativity Blues
Alfred Molina,Manifesto
Alfred Molina,Miami Vice
Alfred Molina,Sunday Premiere
Alfred Molina,Prick Up Your Ears
Alfred Molina,Casualty
Alfred Molina,Eleni
Alfred Molina,Letter to Brezhnev
Alfred Molina,C.A.T.S. Eyes
Alfred Molina,Ladyhawke
Alfred Molina,Water
Alfred Molina,Angels in the Annexe
Alfred Molina,Number One
Alfred Molina,Meantime
Alfred Molina,Reilly: Ace of Spies
Alfred Molina,Anyone for Denis?
Alfred Molina,Joni Jones
Alfred Molina,Indiana Jones and the Raiders of the Lost Ark
Alfred Molina,Bognor
Alfred Molina,A Nightingale Sang in Berkeley Square
Alfred Molina,The Song of the Shirt
Alfred Molina,The Losers
Benedict Cumberbatch,Magik
Benedict Cumberbatch,Rio
Benedict Cumberbatch,Rogue Male
Benedict Cumberbatch,Morning
Benedict Cumberbatch,The 39 Steps
Benedict Cumberbatch,The Wonderful Story of Henry Sugar
Benedict Cumberbatch,Doctor Strange in the Multiverse of Madness
Benedict Cumberbatch,Spider-Man: No Way Home
Benedict Cumberbatch,What If...?
Benedict Cumberbatch,The Electrical Life of Louis Wain
Benedict Cumberbatch,The Power of the Dog
Benedict Cumberbatch,Great British Theatre
Benedict Cumberbatch,Sleep Sound - The Legend of Drizzt
Benedict Cumberbatch,The Simpsons
Benedict Cumberbatch,The Mauritanian
Benedict Cumberbatch,James and the Giant Peach with Taika and Friends
Benedict Cumberbatch,The Courier
Benedict Cumberbatch,The Tiger Who Came to Tea
Benedict Cumberbatch,1917
Benedict Cumberbatch,Avengers: Damage Control
Benedict Cumberbatch,Between Two Ferns: The Movie
Benedict Cumberbatch,Good Omens
Benedict Cumberbatch,Avengers: Endgame
Benedict Cumberbatch,Brexit
Benedict Cumberbatch,Mowgli: Legend of the Jungle
Benedict Cumberbatch,The Grinch
Benedict Cumberbatch,Patrick Melrose
Benedict Cumberbatch,Avengers: Infinity War
Benedict Cumberbatch,Thor: Ragnarok
Benedict Cumberbatch,The Child in Time
Benedict Cumberbatch,The Current War: Director's Cut
Benedict Cumberbatch,Sherlock
Benedict Cumberbatch,Richard III: Deleted Scenes
Benedict Cumberbatch,Doctor Strange
Benedict Cumberbatch,The Hollow Crown
Benedict Cumberbatch,Zoolander 2
Benedict Cumberbatch,Hamlet
Benedict Cumberbatch,Black Mass
Benedict Cumberbatch,9 Kisses
Benedict Cumberbatch,The Hobbit: The Battle of the Five Armies
Benedict Cumberbatch,Penguins of Madagascar
Benedict Cumberbatch,The Imitation Game
Benedict Cumberbatch,Family Guy: The Quest for Stuff
Benedict Cumberbatch,Sherlock: The Network
Benedict Cumberbatch,The Hobbit: The Desolation of Smaug
Benedict Cumberbatch,Fifty Years on Stage
Benedict Cumberbatch,Little Favour
Benedict Cumberbatch,August: Osage County
Benedict Cumberbatch,The Fifth Estate
Benedict Cumberbatch,12 Years a Slave
Benedict Cumberbatch,Star Trek Into Darkness
Benedict Cumberbatch,How to Behave
Benedict Cumberbatch,The Hobbit: An Unexpected Journey
Benedict Cumberbatch,Girlfriend in a Coma
Benedict Cumberbatch,Parade's End
Benedict Cumberbatch,Tinker Tailor Soldier Spy: Deleted Scenes
Benedict Cumberbatch,Wreckers
Benedict Cumberbatch,War Horse
Benedict Cumberbatch,Tinker Tailor Soldier Spy
Benedict Cumberbatch,Curiosity
Benedict Cumberbatch,Sonnet 155
Benedict Cumberbatch,Frankenstein
Benedict Cumberbatch,The Whistleblower
Benedict Cumberbatch,Third Star
Benedict Cumberbatch,Stephen Hawking's Universe
Benedict Cumberbatch,Painted with Words
Benedict Cumberbatch,Four Lions
Benedict Cumberbatch,Small Island
Benedict Cumberbatch,Creation
Benedict Cumberbatch,Theatre Live!
Benedict Cumberbatch,Burlesque Fairytales
Benedict Cumberbatch,Marple
Benedict Cumberbatch,The Last Enemy
Benedict Cumberbatch,The Other Boleyn Girl
Benedict Cumberbatch,Stuart: A Life Backwards
Benedict Cumberbatch,Atonement
Benedict Cumberbatch,Inseparable
Benedict Cumberbatch,Amazing Grace
Benedict Cumberbatch,Starter for 10
Benedict Cumberbatch,Broken News
Benedict Cumberbatch,To the Ends of the Earth
Benedict Cumberbatch,Nathan Barley
Benedict Cumberbatch,Hawking
Benedict Cumberbatch,Heartbeat
Benedict Cumberbatch,Dunkirk
Benedict Cumberbatch,Fortysomething
Benedict Cumberbatch,MI-5
Benedict Cumberbatch,Cambridge Spies
Benedict Cumberbatch,To Kill a King
Benedict Cumberbatch,Hills Like White Elephants
Benedict Cumberbatch,Silent Witness
Benedict Cumberbatch,Tipping the Velvet
Benedict Cumberbatch,Fields of Gold
Andrew Garfield,Brideshead Revisited
Andrew Garfield,Under the Banner of Heaven
Andrew Garfield,Spider-Man: No Way Home
Andrew Garfield,"tick, tick...BOOM!"
Andrew Garfield,The Eyes of Tammy Faye
Andrew Garfield,Mainstream
Andrew Garfield,Under the Silver Lake
Andrew Garfield,Breathe
Andrew Garfield,Angels in America: Part I - Millennium Approaches
Andrew Garfield,National Theatre Live: Angels in America Part Two: Perestroika
Andrew Garfield,Silence
Andrew Garfield,Hacksaw Ridge
Andrew Garfield,99 Homes
Andrew Garfield,Arcade Fire: We Exist
Andrew Garfield,The Amazing Spider-Man 2
Andrew Garfield,The Amazing Spider-Man
Andrew Garfield,The Social Network
Andrew Garfield,Never Let Me Go
Andrew Garfield,I'm Here
Andrew Garfield,Air
Andrew Garfield,Freezing
Andrew Garfield,The Imaginarium of Doctor Parnassus
Andrew Garfield,Red Riding: The Year of Our Lord 1974
Andrew Garfield,Red Riding: The Year of Our Lord 1980
Andrew Garfield,Red Riding: The Year of Our Lord 1983
Andrew Garfield,The Other Boleyn Girl
Andrew Garfield,Lions for Lambs
Andrew Garfield,Boy A
Andrew Garfield,Doctor Who
Andrew Garfield,Trial & Retribution
Andrew Garfield,Simon Schama's Power of Art
Andrew Garfield,Swinging
Andrew Garfield,Sugar Rush
Andrew Garfield,Mumbo Jumbo
Willem Dafoe,Tropico
Willem Dafoe,Poor Things
Willem Dafoe,Dead for A Dollar
Willem Dafoe,Inside
Willem Dafoe,The Legend of Ochi
Willem Dafoe,The Northman
Willem Dafoe,Spider-Man: No Way Home
Willem Dafoe,Nightmare Alley
Willem Dafoe,The Card Counter
Willem Dafoe,Twelve Minutes
Willem Dafoe,The French Dispatch
Willem Dafoe,Zack Snyder's Justice League
Willem Dafoe,7 Deaths of Maria Callas
Willem Dafoe,The Last Thing He Wanted
Willem Dafoe,Togo
Willem Dafoe,Siberia
Willem Dafoe,Motherless Brooklyn
Willem Dafoe,Tommaso
Willem Dafoe,The Lighthouse
Willem Dafoe,Swift
Willem Dafoe,Aquaman
Willem Dafoe,Vox Lux
Willem Dafoe,At Eternity's Gate
Willem Dafoe,The Late Show with Stephen Colbert
Willem Dafoe,Opus Zero
Willem Dafoe,Murder on the Orient Express
Willem Dafoe,Death Note
Willem Dafoe,What Happened to Monday
Willem Dafoe,The Florida Project
Willem Dafoe,The Great Wall
Willem Dafoe,Padre
Willem Dafoe,A Defintely Maybe
Willem Dafoe,Sculpt
Willem Dafoe,Finding Dory
Willem Dafoe,Dog Eat Dog
Willem Dafoe,My Hindu Friend
Willem Dafoe,The Simpsons
Willem Dafoe,John Wick
Willem Dafoe,Pasolini
Willem Dafoe,The Fault in Our Stars
Willem Dafoe,Bad Country
Willem Dafoe,The Grand Budapest Hotel
Willem Dafoe,A Most Wanted Man
Willem Dafoe,The Benaki Museum
Willem Dafoe,Nymphomaniac: Vol. II
Willem Dafoe,Out of the Furnace
Willem Dafoe,Beyond: Two Souls
Willem Dafoe,Love's Routine
Willem Dafoe,The Smile Man
Willem Dafoe,Saving Norman
Willem Dafoe,Odd Thomas
Willem Dafoe,Antony and the Johnsons: Cut the World
Willem Dafoe,Tomorrow You're Gone
Willem Dafoe,John Carter
Willem Dafoe,Gauguin: Maker of Myth
Willem Dafoe,The Hunter
Willem Dafoe,4:44 Last Day on Earth
Willem Dafoe,A Woman
Willem Dafoe,Miral
Willem Dafoe,American Experience
Willem Dafoe,Cirque du Freak: The Vampire's Assistant
Willem Dafoe,The Boondock Saints II: All Saints Day
Willem Dafoe,Fantastic Mr. Fox
Willem Dafoe,Daybreakers
Willem Dafoe,"My Son, My Son, What Have Ye Done"
Willem Dafoe,Farewell
Willem Dafoe,Antichrist
Willem Dafoe,The Dust of Time
Willem Dafoe,Adam Resurrected
Willem Dafoe,Fireflies in the Garden
Willem Dafoe,The Procedure
Willem Dafoe,Anamorph
Willem Dafoe,Go Go Tales
Willem Dafoe,Spider-Man 3
Willem Dafoe,Mr. Bean's Holiday
Willem Dafoe,The Walker
Willem Dafoe,Tales from Earthsea
Willem Dafoe,"Paris, je t'aime"
Willem Dafoe,Inside Man
Willem Dafoe,American Dreamz
Willem Dafoe,Ripley Under Ground
Willem Dafoe,Before It Had a Name
Willem Dafoe,Manderlay
Willem Dafoe,xXx: State of the Union
Willem Dafoe,The Aviator
Willem Dafoe,Control
Willem Dafoe,The Life Aquatic with Steve Zissou
Willem Dafoe,Jiminy Glick in Lalawood
Willem Dafoe,Spider-Man 2
Willem Dafoe,The Clearing
Willem Dafoe,Camel Cricket City
Willem Dafoe,James Bond 007: Everything or Nothing
Willem Dafoe,Once Upon a Time in Mexico
Willem Dafoe,Finding Nemo
Willem Dafoe,Finding Nemo
Willem Dafoe,The Reckoning
Willem Dafoe,Globehunters
Willem Dafoe,Auto Focus
Willem Dafoe,Spider-Man
Willem Dafoe,Spider-Man
Willem Dafoe,Edges of the Lord
Willem Dafoe,Pavilion of Women
Willem Dafoe,Bullfighter
Willem Dafoe,Shadow of the Vampire
Willem Dafoe,Animal Factory
Willem Dafoe,American Psycho
Willem Dafoe,The Boondock Saints
Willem Dafoe,eXistenZ
Willem Dafoe,New Rose Hotel
Willem Dafoe,Lulu on the Bridge
Willem Dafoe,Affliction
Willem Dafoe,Speed 2: Cruise Control
Willem Dafoe,Victory
Willem Dafoe,The English Patient
Willem Dafoe,Basquiat
Willem Dafoe,The Night and the Moment
Willem Dafoe,Clear and Present Danger
Willem Dafoe,Tom & Viv
Willem Dafoe,"Faraway, So Close!"
Willem Dafoe,Body of Evidence
Willem Dafoe,White Sands
Willem Dafoe,Light Sleeper
Willem Dafoe,Flight of the Intruder
Willem Dafoe,Arrive Alive
Willem Dafoe,Wild at Heart
Willem Dafoe,Cry-Baby
Willem Dafoe,Born on the Fourth of July
Willem Dafoe,Triumph of the Spirit
Willem Dafoe,Mississippi Burning
Willem Dafoe,The Last Temptation of Christ
Willem Dafoe,Off Limits
Willem Dafoe,Dear America: Letters Home from Vietnam
Willem Dafoe,Platoon
Willem Dafoe,The Hitchhiker
Willem Dafoe,O Panama
Willem Dafoe,To Live and Die in L.A.
Willem Dafoe,Streets of Fire
Willem Dafoe,Roadhouse 66
Willem Dafoe,Shackin' Up
Willem Dafoe,The Hunger
Willem Dafoe,White Lies
Willem Dafoe,The Loveless
Willem Dafoe,Heaven's Gate
